case_key,slice_id,source_id,family,selection_stratum,arm,success,gold_exposure_hit,gold_top1,gold_member_exposure_hit,gold_member_top1,registry_credit_leak,champion_label,runner_up_label,margin,candidate_n,relation_n,legacy_unsafe_merge_pairs,champion_identity_contaminated,cache_hit,error
DA_d2_heldout100/254,DA_d2_heldout100,254,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Paraspinal abscess,Fusobacterium necrophorum infection,high,6,0,3,True,True,
DA_d2_heldout100/254,DA_d2_heldout100,254,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Paraspinal abscess,Abscess,high,6,0,3,False,True,
DA_d2_heldout100/254,DA_d2_heldout100,254,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Paraspinal abscess,Abscess,high,6,1,3,False,True,
DA_d2_heldout100/255,DA_d2_heldout100,255,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Pemphigus,Lupus erythematosus,high,3,0,6,False,True,
DA_d2_heldout100/255,DA_d2_heldout100,255,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Pemphigus,Subacute cutaneous lupus erythematosus,high,4,0,6,False,True,
DA_d2_heldout100/255,DA_d2_heldout100,255,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Pemphigus,Lupus erythematosus,high,4,1,6,False,True,
DA_d2_heldout100/257,DA_d2_heldout100,257,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,HTRA1-related hereditary cerebral small vessel disease,Cerebral Amyloid Angiopathy,high,4,0,2,False,True,
DA_d2_heldout100/257,DA_d2_heldout100,257,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,HTRA1-related hereditary cerebral small vessel disease,Cerebral Amyloid Angiopathy,high,5,0,2,False,True,
DA_d2_heldout100/257,DA_d2_heldout100,257,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,HTRA1-related hereditary cerebral small vessel disease,Cerebral Amyloid Angiopathy,high,5,0,2,False,True,
DA_d2_heldout100/259,DA_d2_heldout100,259,DA,control,legacy_substring,True,False,False,False,False,False,Chronic obstructive pulmonary disease (COPD) exacerbation,Right ventricular hypertrophy,medium,5,0,0,False,True,
DA_d2_heldout100/259,DA_d2_heldout100,259,DA,control,exact_synonym,True,False,False,False,False,False,Chronic obstructive pulmonary disease (COPD) exacerbation,Right ventricular hypertrophy,medium,5,0,0,False,True,
DA_d2_heldout100/259,DA_d2_heldout100,259,DA,control,typed_relation,True,False,False,False,False,False,Chronic obstructive pulmonary disease (COPD) exacerbation,Right ventricular hypertrophy,medium,5,0,0,False,True,
DA_d2_heldout100/261,DA_d2_heldout100,261,DA,unsafe_fold,legacy_substring,True,False,False,True,True,True,Malakoplakia,Malacoplakia,low,2,0,2,True,True,
DA_d2_heldout100/261,DA_d2_heldout100,261,DA,unsafe_fold,exact_synonym,True,True,True,True,True,False,Cutaneous Malakoplakia,Malakoplakia,high,3,0,2,False,True,
DA_d2_heldout100/261,DA_d2_heldout100,261,DA,unsafe_fold,typed_relation,True,True,True,True,True,False,Cutaneous Malakoplakia,Malakoplakia,high,3,1,2,False,True,
DA_d2_heldout100/266,DA_d2_heldout100,266,DA,control,legacy_substring,True,False,False,False,False,False,Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),Ventricular Tachycardia,high,2,0,0,False,True,
DA_d2_heldout100/266,DA_d2_heldout100,266,DA,control,exact_synonym,True,False,False,False,False,False,Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),Ventricular Tachycardia,high,2,0,0,False,True,
DA_d2_heldout100/266,DA_d2_heldout100,266,DA,control,typed_relation,True,False,False,False,False,False,Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),Ventricular Tachycardia,high,2,0,0,False,True,
DA_d2_heldout100/268,DA_d2_heldout100,268,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Thalamic hemorrhage,Intracerebral Hemorrhage,high,4,0,3,False,True,
DA_d2_heldout100/268,DA_d2_heldout100,268,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Thalamic hemorrhage,Intracerebral Hemorrhage,high,5,0,3,False,True,
DA_d2_heldout100/268,DA_d2_heldout100,268,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Thalamic hemorrhage,Intracerebral Hemorrhage,high,5,1,3,False,True,
DA_d2_heldout100/269,DA_d2_heldout100,269,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Revertant Mosaicism in Dystrophic Epidermolysis Bullosa,Revertant Mosaicism in Epidermolysis Bullosa,high,2,0,6,True,True,
DA_d2_heldout100/269,DA_d2_heldout100,269,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Revertant Mosaicism in Dystrophic Epidermolysis Bullosa,Revertant Mosaicism in Epidermolysis Bullosa,high,3,0,6,False,True,
DA_d2_heldout100/269,DA_d2_heldout100,269,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Revertant Mosaicism in Dystrophic Epidermolysis Bullosa,Dystrophic Epidermolysis Bullosa,high,3,2,6,False,True,
DA_d2_heldout100/270,DA_d2_heldout100,270,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Tachyarrhythmia,Infective endocarditis,high,6,0,1,True,True,
DA_d2_heldout100/270,DA_d2_heldout100,270,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Tachyarrhythmia,Arrhythmia,high,6,0,1,False,True,
DA_d2_heldout100/270,DA_d2_heldout100,270,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Tachyarrhythmia,Arrhythmia,high,6,1,1,False,True,
DA_d2_heldout100/281,DA_d2_heldout100,281,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Melanoma,,high,1,0,17,True,True,
DA_d2_heldout100/281,DA_d2_heldout100,281,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,BRAF V600E-mutant melanoma,BRAF V600E Mutant Melanoma,high,4,0,17,False,True,
DA_d2_heldout100/281,DA_d2_heldout100,281,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,BRAF V600E-mutant melanoma,Invasive Melanoma,high,4,3,17,False,True,
DA_d2_heldout100/284,DA_d2_heldout100,284,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Tongue Metastasis of Malignant Mesothelioma,Malignant Pleural Mesothelioma,high,2,0,5,True,True,
DA_d2_heldout100/284,DA_d2_heldout100,284,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Tongue Metastasis of Malignant Mesothelioma,Malignant Mesothelioma,high,4,0,5,False,True,
DA_d2_heldout100/284,DA_d2_heldout100,284,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Tongue Metastasis of Malignant Mesothelioma,Malignant Mesothelioma,high,4,3,5,False,True,
DA_d2_heldout100/290,DA_d2_heldout100,290,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Acute Coronary Syndrome,Myocardial Infarction,high,5,0,2,False,True,
DA_d2_heldout100/290,DA_d2_heldout100,290,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Acute Coronary Syndrome,Myocardial Infarction,high,6,0,2,False,True,
DA_d2_heldout100/290,DA_d2_heldout100,290,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Acute Coronary Syndrome,Coronary Artery Disease,high,6,1,2,False,True,
DA_d2_heldout100/293,DA_d2_heldout100,293,DA,control,legacy_substring,True,False,False,False,False,False,Hereditary Hemorrhagic Telangiectasia,Polycythemia Vera,high,3,0,0,False,True,
DA_d2_heldout100/293,DA_d2_heldout100,293,DA,control,exact_synonym,True,False,False,False,False,False,Hereditary Hemorrhagic Telangiectasia,Polycythemia Vera,high,3,0,0,False,True,
DA_d2_heldout100/293,DA_d2_heldout100,293,DA,control,typed_relation,True,False,False,False,False,False,Hereditary Hemorrhagic Telangiectasia,Polycythemia Vera,high,3,0,0,False,True,
DA_d2_heldout100/301,DA_d2_heldout100,301,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Atrioventricular Block,Sick Sinus Syndrome,high,3,0,2,True,True,
DA_d2_heldout100/301,DA_d2_heldout100,301,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,High-grade atrioventricular block,Atrioventricular Block,high,4,0,2,False,True,
DA_d2_heldout100/301,DA_d2_heldout100,301,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,High-grade atrioventricular block,Atrioventricular Block,high,4,1,2,False,True,
DA_d2_heldout100/302,DA_d2_heldout100,302,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Mycosis Fungoides,Cutaneous T-cell lymphoma,high,4,0,3,True,True,
DA_d2_heldout100/302,DA_d2_heldout100,302,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Folliculotropic Mycosis Fungoides,Mycosis Fungoides,high,5,0,3,False,True,
DA_d2_heldout100/302,DA_d2_heldout100,302,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Folliculotropic Mycosis Fungoides,Mycosis Fungoides,high,5,1,3,False,True,
DA_d2_heldout100/306,DA_d2_heldout100,306,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Meningitis,Autoimmune encephalitis,high,4,0,3,True,True,
DA_d2_heldout100/306,DA_d2_heldout100,306,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Candida tropicalis meningitis,Candida meningitis,high,6,0,3,False,True,
DA_d2_heldout100/306,DA_d2_heldout100,306,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Candida tropicalis meningitis,Candida meningitis,high,6,3,3,False,True,
DA_d2_heldout100/308,DA_d2_heldout100,308,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Discoid lupus erythematosus,Cutaneous lupus erythematosus,medium,2,0,5,True,True,
DA_d2_heldout100/308,DA_d2_heldout100,308,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Discoid lupus erythematosus,Cutaneous lupus erythematosus,high,4,0,5,False,True,
DA_d2_heldout100/308,DA_d2_heldout100,308,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Discoid lupus erythematosus,Cutaneous lupus erythematosus,high,4,3,5,False,True,
DA_d2_heldout100/310,DA_d2_heldout100,310,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Traumatic Spondylolisthesis,Acute Spinal Cord Injury,high,6,0,2,False,True,
DA_d2_heldout100/310,DA_d2_heldout100,310,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Traumatic Spondylolisthesis,Acute Spinal Cord Injury,medium,6,0,2,False,True,
DA_d2_heldout100/310,DA_d2_heldout100,310,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Acute Spinal Cord Injury,Traumatic Spondylolisthesis,medium,6,1,2,False,True,
DA_d2_heldout100/314,DA_d2_heldout100,314,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Peeling skin disease due to CDSN gene mutations,Peeling skin syndrome,high,2,0,16,True,True,
DA_d2_heldout100/314,DA_d2_heldout100,314,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Peeling skin disease due to CDSN gene mutations,Peeling skin disease due to CDSN gene mutation,high,5,0,16,False,True,
DA_d2_heldout100/314,DA_d2_heldout100,314,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Peeling skin disease due to CDSN gene mutations,Peeling skin disease due to CDSN gene mutation,medium,5,3,16,False,True,
DA_d2_heldout100/318,DA_d2_heldout100,318,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Heart Failure,Atrial Tachycardia,medium,5,0,2,False,True,
DA_d2_heldout100/318,DA_d2_heldout100,318,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Tachycardia-Induced Cardiomyopathy,Heart Failure,medium,6,0,2,False,True,
DA_d2_heldout100/318,DA_d2_heldout100,318,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Tachycardia-Induced Cardiomyopathy,Cardiomyopathy,medium,6,1,2,False,True,
DA_d2_heldout100/321,DA_d2_heldout100,321,DA,control,legacy_substring,True,False,False,False,False,False,Apocrine gland carcinoma,Syringocystadenoma papilliferum,medium,6,0,0,False,True,
DA_d2_heldout100/321,DA_d2_heldout100,321,DA,control,exact_synonym,True,False,False,False,False,False,Apocrine gland carcinoma,Syringocystadenoma papilliferum,medium,6,0,0,False,True,
DA_d2_heldout100/321,DA_d2_heldout100,321,DA,control,typed_relation,True,False,False,False,False,False,Apocrine gland carcinoma,Syringocystadenoma papilliferum,medium,6,0,0,False,True,
DA_d2_heldout100/328,DA_d2_heldout100,328,DA,control,legacy_substring,True,False,False,False,False,False,Chronic Urticaria,Autoimmune Urticaria,high,5,0,0,False,True,
DA_d2_heldout100/328,DA_d2_heldout100,328,DA,control,exact_synonym,True,False,False,False,False,False,Chronic Urticaria,Autoimmune Urticaria,high,5,0,0,False,True,
DA_d2_heldout100/328,DA_d2_heldout100,328,DA,control,typed_relation,True,False,False,False,False,False,Chronic Urticaria,Autoimmune Urticaria,high,5,0,0,False,True,
DA_d2_heldout100/333,DA_d2_heldout100,333,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Listeria rhombencephalitis,Brainstem Encephalitis,high,6,0,1,False,True,
DA_d2_heldout100/333,DA_d2_heldout100,333,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Listeria rhombencephalitis,Brainstem Encephalitis,high,6,0,1,False,True,
DA_d2_heldout100/333,DA_d2_heldout100,333,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Listeria rhombencephalitis,Brainstem Encephalitis,high,6,0,1,False,True,
DA_d2_heldout100/350,DA_d2_heldout100,350,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Mobitz Type II Second-Degree Atrioventricular Block,AV Block,high,4,0,3,False,True,
DA_d2_heldout100/350,DA_d2_heldout100,350,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Mobitz Type II Second-Degree Atrioventricular (AV) Block,Mobitz Type II Second-Degree Atrioventricular Block,high,6,0,3,False,True,
DA_d2_heldout100/350,DA_d2_heldout100,350,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Mobitz Type II Second-Degree Atrioventricular Block,Mobitz Type II Second-Degree Atrioventricular (AV) Block,high,6,3,3,False,True,
DA_d2_heldout100/354,DA_d2_heldout100,354,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Toxic Epidermal Necrolysis,Vasculitis,medium,3,0,2,False,True,
DA_d2_heldout100/354,DA_d2_heldout100,354,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Varicella-zoster virus infection,Varicella,medium,4,0,2,False,True,
DA_d2_heldout100/354,DA_d2_heldout100,354,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Vasculitis,Varicella,medium,4,1,2,False,True,
DA_d2_heldout100/355,DA_d2_heldout100,355,DA,control,legacy_substring,True,False,False,False,False,False,Cardiac Amyloidosis,Diastolic Dysfunction,high,4,0,0,False,True,
DA_d2_heldout100/355,DA_d2_heldout100,355,DA,control,exact_synonym,True,False,False,False,False,False,Cardiac Amyloidosis,Diastolic Dysfunction,high,4,0,0,False,True,
DA_d2_heldout100/355,DA_d2_heldout100,355,DA,control,typed_relation,True,False,False,False,False,False,Cardiac Amyloidosis,Diastolic Dysfunction,high,4,0,0,False,True,
DA_d2_heldout100/356,DA_d2_heldout100,356,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Birt-Hogg-Dube Syndrome,Tuberous Sclerosis Complex,high,5,0,2,False,True,
DA_d2_heldout100/356,DA_d2_heldout100,356,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Birt-Hogg-Dube Syndrome,Tuberous Sclerosis Complex (TSC) associated angiofibromas,high,6,0,2,False,True,
DA_d2_heldout100/356,DA_d2_heldout100,356,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Tuberous Sclerosis Complex (TSC) associated angiofibromas,Tuberous Sclerosis Complex,medium,6,1,2,False,True,
DA_d2_heldout100/359,DA_d2_heldout100,359,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Wolff-Parkinson-White syndrome,Heart failure with reduced ejection fraction,high,5,0,1,False,True,
DA_d2_heldout100/359,DA_d2_heldout100,359,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Dilated cardiomyopathy,Heart failure with reduced ejection fraction,high,6,0,1,False,True,
DA_d2_heldout100/359,DA_d2_heldout100,359,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Dilated cardiomyopathy,Heart failure with reduced ejection fraction,high,6,1,1,False,True,
DA_d2_heldout100/361,DA_d2_heldout100,361,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Atrioventricular Nodal Reentrant Tachycardia,Supraventricular Tachycardia,medium,2,0,9,False,True,
DA_d2_heldout100/361,DA_d2_heldout100,361,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Ventricular Tachycardia,Supraventricular Tachycardia,high,3,0,9,False,True,
DA_d2_heldout100/361,DA_d2_heldout100,361,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Ventricular Tachycardia,Supraventricular Tachycardia,high,3,1,9,False,True,
DA_d2_heldout100/364,DA_d2_heldout100,364,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Rosacea,Acne Vulgaris,medium,3,0,9,True,True,
DA_d2_heldout100/364,DA_d2_heldout100,364,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Papulopustular rosacea,Rosacea,high,6,0,9,False,True,
DA_d2_heldout100/364,DA_d2_heldout100,364,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Papulopustular rosacea,Rosacea,high,6,3,9,False,True,
DA_d2_heldout100/365,DA_d2_heldout100,365,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Injectable drug-induced skin and soft tissue injury,Injectable drug-induced skin injury,high,6,0,4,False,True,
DA_d2_heldout100/365,DA_d2_heldout100,365,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Scleroderma-like illness due to meperidine injections,Injectable drug-induced skin and soft tissue injury,high,6,0,4,False,True,
DA_d2_heldout100/365,DA_d2_heldout100,365,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Scleroderma-like illness due to meperidine injections,Injectable drug-induced skin and soft tissue injury,high,6,2,4,False,True,
DA_d2_heldout100/375,DA_d2_heldout100,375,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Genital Herpes Simplex Virus Infection,Verrucous Carcinoma,high,5,0,2,True,True,
DA_d2_heldout100/375,DA_d2_heldout100,375,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Genital Herpes Simplex Virus Infection,Herpes simplex virus infection,high,6,0,2,False,True,
DA_d2_heldout100/375,DA_d2_heldout100,375,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Genital Herpes Simplex Virus Infection,Herpes simplex virus infection,medium,6,1,2,False,True,
